id,tag,text
1,"[1, 'label']",1
2,"[2, 's1', 'heading']",Naomi Widowed
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",In the days
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#Judg. 2:16
6,"[6, 'p1', 'verse', 'v1', 'content']",when the judges ruled there was
7,"[7, 'p1', 'verse', 'v1', 'note', 'x']",#Gen. 12:10;26:1;43:1;2 Kgs. 8:1
8,"[8, 'p1', 'verse', 'v1', 'content']","a famine in the land, and a man of"
9,"[9, 'p1', 'verse', 'v1', 'note', 'x']",#SeeJudg. 17:7
10,"[10, 'p1', 'verse', 'v1', 'content']","Bethlehem in Judah went to sojourn in the country of Moab, he and his wife and his two sons."
11,"['v001_ESV_RUT_001', 11, 'p1', 'verse', 'v1', 'plain_text']","1 In the days when the judges ruled there was a famine in the land, and a man of Bethlehem in Judah went to sojourn in the country of Moab, he and his wife and his two sons."
12,"[12, 'p1', 'verse', 'v2', 'label']",2
13,"[13, 'p1', 'verse', 'v2', 'content']","The name of the man was Elimelech and the name of his wife Naomi, and the names of his two sons were Mahlon and Chilion. They were"
14,"[14, 'p1', 'verse', 'v2', 'note', 'x']",#Gen. 35:19
15,"[15, 'p1', 'verse', 'v2', 'content']",Ephrathites from Bethlehem in Judah. They went into the country of Moab and remained there.
16,"['v002_ESV_RUT_001', 16, 'p1', 'verse', 'v2', 'plain_text']","2 The name of the man was Elimelech and the name of his wife Naomi, and the names of his two sons were Mahlon and Chilion. They were Ephrathites from Bethlehem in Judah. They went into the country of Moab and remained there."
17,"[17, 'p1', 'verse', 'v3', 'label']",3
18,"[18, 'p1', 'verse', 'v3', 'content']","But Elimelech, the husband of Naomi, died, and she was left with her two sons."
19,"['v003_ESV_RUT_001', 19, 'p1', 'verse', 'v3', 'plain_text']","3 But Elimelech, the husband of Naomi, died, and she was left with her two sons."
20,"[20, 'p1', 'verse', 'v4', 'label']",4
