id,tag,text
1,"[1, 'label']",31
2,"[2, 's1', 'heading']",Joshua to Succeed Moses
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",So Moses continued to speak these words to all Israel.
5,"['v001_ESV_DEU_031', 5, 'p1', 'verse', 'v1', 'plain_text']",1 So Moses continued to speak these words to all Israel.
6,"[6, 'p1', 'verse', 'v2', 'label']",2
7,"[7, 'p1', 'verse', 'v2', 'content']","And he said to them, “I am"
8,"[8, 'p1', 'verse', 'v2', 'note', 'x']",#ch.34:7;[Ex. 7:7]
9,"[9, 'p1', 'verse', 'v2', 'content']",120 years old today. I am no longer able to
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']",#SeeNum. 27:17
11,"[11, 'p1', 'verse', 'v2', 'content']",go out and come in. The
12,"[12, 'p1', 'verse', 'v2', 'nd']",Lord
13,"[13, 'p1', 'verse', 'v2', 'content']","has said to me,"
14,"[14, 'p1', 'verse', 'v2', 'note', 'x']",#ch.3:27;See ch.1:37
15,"[15, 'p1', 'verse', 'v2', 'content']",‘You shall not go over this Jordan.’
16,"['v002_ESV_DEU_031', 16, 'p1', 'verse', 'v2', 'plain_text']","2 And he said to them, “I am 120 years old today. I am no longer able to go out and come in. The Lord has said to me, ‘You shall not go over this Jordan.’"
17,"[17, 'p1', 'verse', 'v3', 'label']",3
18,"[18, 'p1', 'verse', 'v3', 'content']",The
19,"[19, 'p1', 'verse', 'v3', 'nd']",Lord
20,"[20, 'p1', 'verse', 'v3', 'content']",your God
21,"[21, 'p1', 'verse', 'v3', 'note', 'x']",#ch.9:3
22,"[22, 'p1', 'verse', 'v3', 'content']","himself will go over before you. He will destroy these nations before you, so that you shall dispossess them, and Joshua will go over at your head,"
23,"[23, 'p1', 'verse', 'v3', 'note', 'x']","#ch.1:38;3:28;Num. 27:18,21"
24,"[24, 'p1', 'verse', 'v3', 'content']",as the
25,"[25, 'p1', 'verse', 'v3', 'nd']",Lord
26,"[26, 'p1', 'verse', 'v3', 'content']",has spoken.
27,"['v003_ESV_DEU_031', 27, 'p1', 'verse', 'v3', 'plain_text']","3 The Lord your God himself will go over before you. He will destroy these nations before you, so that you shall dispossess them, and Joshua will go over at your head, as the Lord has spoken."
28,"[28, 'p1', 'verse', 'v4', 'label']",4
29,"[29, 'p1', 'verse', 'v4', 'content']",And the
30,"[30, 'p1', 'verse', 'v4', 'nd']",Lord
31,"[31, 'p1', 'verse', 'v4', 'content']",will do to them
32,"[32, 'p1', 'verse', 'v4', 'note', 'x']",#See ch.2:31-35;Num. 21:21-25
33,"[33, 'p1', 'verse', 'v4', 'content']",as he did to Sihon
34,"[34, 'p1', 'verse', 'v4', 'note', 'x']",#See ch.3:1-7;Num. 21:33-35
35,"[35, 'p1', 'verse', 'v4', 'content']","and Og, the kings of the Amorites, and to their land, when he destroyed them."
36,"['v004_ESV_DEU_031', 36, 'p1', 'verse', 'v4', 'plain_text']","4 And the Lord will do to them as he did to Sihon and Og, the kings of the Amorites, and to their land, when he destroyed them."
37,"[37, 'p1', 'verse', 'v5', 'label']",5
38,"[38, 'p1', 'verse', 'v5', 'content']",And the
39,"[39, 'p1', 'verse', 'v5', 'nd']",Lord
40,"[40, 'p1', 'verse', 'v5', 'content']","will give them over to you, and you shall do to them"
41,"[41, 'p1', 'verse', 'v5', 'note', 'x']",#See ch.7:2
42,"[42, 'p1', 'verse', 'v5', 'content']",according to the whole commandment that I have commanded you.
43,"['v005_ESV_DEU_031', 43, 'p1', 'verse', 'v5', 'plain_text']","5 And the Lord will give them over to you, and you shall do to them according to the whole commandment that I have commanded you."
44,"[44, 'p1', 'verse', 'v6', 'label']",6
45,"[45, 'p1', 'verse', 'v6', 'note', 'x']","#ver.23;Josh. 1:6,7;10:25;1 Chr. 22:13;28:20"
46,"[46, 'p1', 'verse', 'v6', 'content']","Be strong and courageous. Do not fear or be in dread of them,"
47,"[47, 'p1', 'verse', 'v6', 'note', 'x']",#See ch.20:4
48,"[48, 'p1', 'verse', 'v6', 'content']",for it is the
49,"[49, 'p1', 'verse', 'v6', 'nd']",Lord
50,"[50, 'p1', 'verse', 'v6', 'content']",your God who goes with you.
51,"[51, 'p1', 'verse', 'v6', 'note', 'x']",#Josh. 1:5
52,"[52, 'p1', 'verse', 'v6', 'content']",He will not leave you or forsake you.”
53,"['v006_ESV_DEU_031', 53, 'p1', 'verse', 'v6', 'plain_text']","6 Be strong and courageous. Do not fear or be in dread of them, for it is the Lord your God who goes with you. He will not leave you or forsake you.”"
54,"[54, 'p2', 'verse', 'v7', 'label']",7
55,"[55, 'p2', 'verse', 'v7', 'content']",Then
56,"[56, 'p2', 'verse', 'v7', 'note', 'x']",#[ch.3:28]
57,"[57, 'p2', 'verse', 'v7', 'content']","Moses summoned Joshua and said to him in the sight of all Israel,"
58,"[58, 'p2', 'verse', 'v7', 'note', 'x']",#[See ver.6above]
59,"[59, 'p2', 'verse', 'v7', 'content']","“Be strong and courageous, for you shall go with this people into the land that the"
