id,tag,text
1,"[1, 'label']",18
2,"[2, 's1', 'heading']",Provision for Priests and Levites
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","“The Levitical priests, all the tribe of Levi,"
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#SeeNum. 18:20
6,"[6, 'p1', 'verse', 'v1', 'content']",shall have no portion or inheritance with Israel. They
7,"[7, 'p1', 'verse', 'v1', 'note', 'x']","#Num. 18:8,9;Josh. 13:14;1 Sam. 2:28;[1 Cor. 9:13]"
8,"[8, 'p1', 'verse', 'v1', 'content']",shall eat the
9,"[9, 'p1', 'verse', 'v1', 'nd']",Lord
10,"[10, 'p1', 'verse', 'v1', 'content']",’s food offerings
11,"[11, 'p1', 'verse', 'v1', 'note', 'f']",#18:1Orthe offerings by fire to theLord
12,"[12, 'p1', 'verse', 'v1', 'content']",as their
13,"[13, 'p1', 'verse', 'v1', 'note', 'f']",#18:1Hebrewhis
14,"[14, 'p1', 'verse', 'v1', 'content']",inheritance.
15,"['v001_ESV_DEU_018', 15, 'p1', 'verse', 'v1', 'plain_text']","1 “The Levitical priests, all the tribe of Levi, shall have no portion or inheritance with Israel. They shall eat the Lord ’s food offerings as their inheritance."
16,"[16, 'p1', 'verse', 'v2', 'label']",2
17,"[17, 'p1', 'verse', 'v2', 'content']",They shall have no inheritance among their brothers; the
18,"[18, 'p1', 'verse', 'v2', 'nd']",Lord
19,"[19, 'p1', 'verse', 'v2', 'content']","is their inheritance, as he promised them."
20,"['v002_ESV_DEU_018', 20, 'p1', 'verse', 'v2', 'plain_text']","2 They shall have no inheritance among their brothers; the Lord is their inheritance, as he promised them."
21,"[21, 'p1', 'verse', 'v3', 'label']",3
22,"[22, 'p1', 'verse', 'v3', 'content']","And this shall be the priests’ due from the people, from those offering a sacrifice, whether an ox or a sheep:"
23,"[23, 'p1', 'verse', 'v3', 'note', 'x']",#SeeLev. 7:30-34
24,"[24, 'p1', 'verse', 'v3', 'content']",they shall give to the priest the shoulder and the two cheeks and the stomach.
25,"['v003_ESV_DEU_018', 25, 'p1', 'verse', 'v3', 'plain_text']","3 And this shall be the priests’ due from the people, from those offering a sacrifice, whether an ox or a sheep: they shall give to the priest the shoulder and the two cheeks and the stomach."
26,"[26, 'p1', 'verse', 'v4', 'label']",4
27,"[27, 'p1', 'verse', 'v4', 'note', 'x']",#Num. 18:12;2 Chr. 31:5
28,"[28, 'p1', 'verse', 'v4', 'content']","The firstfruits of your grain, of your wine and of your oil, and the first fleece of your sheep, you shall give him."
29,"['v004_ESV_DEU_018', 29, 'p1', 'verse', 'v4', 'plain_text']","4 The firstfruits of your grain, of your wine and of your oil, and the first fleece of your sheep, you shall give him."
30,"[30, 'p1', 'verse', 'v5', 'label']",5
31,"[31, 'p1', 'verse', 'v5', 'content']",For the
32,"[32, 'p1', 'verse', 'v5', 'nd']",Lord
33,"[33, 'p1', 'verse', 'v5', 'content']",your God has chosen him out of all your tribes
34,"[34, 'p1', 'verse', 'v5', 'note', 'x']",#ch.17:12
35,"[35, 'p1', 'verse', 'v5', 'content']",to stand and minister in the name of the
36,"[36, 'p1', 'verse', 'v5', 'nd']",Lord
37,"[37, 'p1', 'verse', 'v5', 'content']",", him and his sons for all time."
38,"['v005_ESV_DEU_018', 38, 'p1', 'verse', 'v5', 'plain_text']","5 For the Lord your God has chosen him out of all your tribes to stand and minister in the name of the Lord , him and his sons for all time."
39,"[39, 'p2', 'verse', 'v6', 'label']",6
40,"[40, 'p2', 'verse', 'v6', 'content']","“And if a Levite comes from any of your towns out of all Israel,"
41,"[41, 'p2', 'verse', 'v6', 'note', 'x']","#Num. 35:2,3;Judg. 17:7;19:1"
42,"[42, 'p2', 'verse', 'v6', 'content']",where he lives—and he may come when he desires
43,"[43, 'p2', 'verse', 'v6', 'note', 'f']",#18:6Orlives—if he comes enthusiastically
44,"[44, 'p2', 'verse', 'v6', 'content']",—
45,"[45, 'p2', 'verse', 'v6', 'note', 'x']",#See ch.12:5
46,"[46, 'p2', 'verse', 'v6', 'content']",to the place that the
47,"[47, 'p2', 'verse', 'v6', 'nd']",Lord
48,"[48, 'p2', 'verse', 'v6', 'content']","will choose,"
49,"['v006_ESV_DEU_018', 49, 'p2', 'verse', 'v6', 'plain_text']","6 “And if a Levite comes from any of your towns out of all Israel, where he lives—and he may come when he desires — to the place that the Lord will choose,"
50,"[50, 'p2', 'verse', 'v7', 'label']",7
51,"[51, 'p2', 'verse', 'v7', 'content']",and ministers in the name of the
52,"[52, 'p2', 'verse', 'v7', 'nd']",Lord
53,"[53, 'p2', 'verse', 'v7', 'content']","his God,"
54,"[54, 'p2', 'verse', 'v7', 'note', 'x']",#[1 Chr. 23:6;2 Chr. 31:2]
55,"[55, 'p2', 'verse', 'v7', 'content']",like all his fellow Levites who stand to minister there before the
56,"[56, 'p2', 'verse', 'v7', 'nd']",Lord
57,"[57, 'p2', 'verse', 'v7', 'content']",","
58,"['v007_ESV_DEU_018', 58, 'p2', 'verse', 'v7', 'plain_text']","7 and ministers in the name of the Lord his God, like all his fellow Levites who stand to minister there before the Lord ,"
59,"[59, 'p2', 'verse', 'v8', 'label']",8
60,"[60, 'p2', 'verse', 'v8', 'content']",then he may have equal
61,"[61, 'p2', 'verse', 'v8', 'note', 'x']","#2 Chr. 31:4;Neh. 12:44,47;13:10"
62,"[62, 'p2', 'verse', 'v8', 'content']","portions to eat, besides what he receives from the sale of his patrimony."
63,"[63, 'p2', 'verse', 'v8', 'note', 'f']",#18:8The meaning of the Hebrew is uncertain
64,"[64, 's1', 'heading']",Abominable Practices
65,"['v008_ESV_DEU_018', 65, 'p2', 'verse', 'v8', 'plain_text']","8 then he may have equal portions to eat, besides what he receives from the sale of his patrimony."
66,"[66, 'p3', 'verse', 'v9', 'label']",9
67,"[67, 'p3', 'verse', 'v9', 'content']",“When you come into the land that the
68,"[68, 'p3', 'verse', 'v9', 'nd']",Lord
69,"[69, 'p3', 'verse', 'v9', 'content']","your God is giving you,"
70,"[70, 'p3', 'verse', 'v9', 'note', 'x']",#ch.12:29-31;SeeLev. 18:26-30
71,"[71, 'p3', 'verse', 'v9', 'content']",you shall not learn to follow the abominable practices of those nations.
72,"['v009_ESV_DEU_018', 72, 'p3', 'verse', 'v9', 'plain_text']","9 “When you come into the land that the Lord your God is giving you, you shall not learn to follow the abominable practices of those nations."
