id,tag,text
1,"[1, 'label']",17
2,"[2, 'p1', 'verse', 'v1', 'label']",1
3,"[3, 'p1', 'verse', 'v1', 'note', 'x']",#SeeLev. 22:20
4,"[4, 'p1', 'verse', 'v1', 'content']",“You shall not sacrifice to the
5,"[5, 'p1', 'verse', 'v1', 'nd']",Lord
6,"[6, 'p1', 'verse', 'v1', 'content']","your God an ox or a sheep in which is a blemish, any defect whatever, for that is an abomination to the"
7,"[7, 'p1', 'verse', 'v1', 'nd']",Lord
8,"[8, 'p1', 'verse', 'v1', 'content']",your God.
9,"['v001_ESV_DEU_017', 9, 'p1', 'verse', 'v1', 'plain_text']","1 “You shall not sacrifice to the Lord your God an ox or a sheep in which is a blemish, any defect whatever, for that is an abomination to the Lord your God."
10,"[10, 'p2', 'verse', 'v2', 'label']",2
11,"[11, 'p2', 'verse', 'v2', 'note', 'x']","#For ver. 2-7, see ch.13:6-14"
12,"[12, 'p2', 'verse', 'v2', 'content']","“If there is found among you, within any of your towns that the"
13,"[13, 'p2', 'verse', 'v2', 'nd']",Lord
14,"[14, 'p2', 'verse', 'v2', 'content']","your God is giving you, a man or woman who does what is evil in the sight of the"
15,"[15, 'p2', 'verse', 'v2', 'nd']",Lord
16,"[16, 'p2', 'verse', 'v2', 'content']","your God,"
17,"[17, 'p2', 'verse', 'v2', 'note', 'x']","#Josh. 7:11,15;23:16;Judg. 2:20;2 Kgs. 18:12;Hos. 6:7;8:1"
18,"[18, 'p2', 'verse', 'v2', 'content']","in transgressing his covenant,"
19,"['v002_ESV_DEU_017', 19, 'p2', 'verse', 'v2', 'plain_text']","2 “If there is found among you, within any of your towns that the Lord your God is giving you, a man or woman who does what is evil in the sight of the Lord your God, in transgressing his covenant,"
20,"[20, 'p2', 'verse', 'v3', 'label']",3
21,"[21, 'p2', 'verse', 'v3', 'content']","and has gone and served other gods and worshiped them, or"
22,"[22, 'p2', 'verse', 'v3', 'note', 'x']",#See ch.4:19
