id,tag,text
1,"[1, 'label']",7
2,"[2, 's1', 'heading']",A Chosen People
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']",“When the
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']","#ch.31:3;Ps. 44:2,3"
6,"[6, 'p1', 'verse', 'v1', 'nd']",Lord
7,"[7, 'p1', 'verse', 'v1', 'content']","your God brings you into the land that you are entering to take possession of it, and clears away many nations before you,"
8,"[8, 'p1', 'verse', 'v1', 'note', 'x']",#SeeEx. 23:23
9,"[9, 'p1', 'verse', 'v1', 'content']","the Hittites, the Girgashites, the Amorites, the Canaanites, the Perizzites, the Hivites, and the Jebusites, seven nations"
10,"[10, 'p1', 'verse', 'v1', 'note', 'x']",#ch.4:38;9:1;11:23
11,"[11, 'p1', 'verse', 'v1', 'content']","more numerous and mightier than you,"
12,"['v001_ESV_DEU_007', 12, 'p1', 'verse', 'v1', 'plain_text']","1 “When the Lord your God brings you into the land that you are entering to take possession of it, and clears away many nations before you, the Hittites, the Girgashites, the Amorites, the Canaanites, the Perizzites, the Hivites, and the Jebusites, seven nations more numerous and mightier than you,"
13,"[13, 'p1', 'verse', 'v2', 'label']",2
14,"[14, 'p1', 'verse', 'v2', 'note', 'x']",#ver.23;ch.23:14
15,"[15, 'p1', 'verse', 'v2', 'content']",and when the
16,"[16, 'p1', 'verse', 'v2', 'nd']",Lord
17,"[17, 'p1', 'verse', 'v2', 'content']","your God gives them over to you, and you defeat them, then you must"
18,"[18, 'p1', 'verse', 'v2', 'note', 'x']","#ch.20:17;Ex. 22:20;Lev. 27:29;Num. 21:2,3"
19,"[19, 'p1', 'verse', 'v2', 'content']",devote them to complete destruction.
20,"[20, 'p1', 'verse', 'v2', 'note', 'f']","#7:2That is, set apart (devote) as an offering to the Lord (for destruction)"
21,"[21, 'p1', 'verse', 'v2', 'note', 'x']",#Ex. 23:32;34:12;Judg. 2:2;[ch.20:10;Josh. 2:14;9:18;Judg. 1:24]
22,"[22, 'p1', 'verse', 'v2', 'content']",You shall make no covenant with them and show no mercy to them.
23,"['v002_ESV_DEU_007', 23, 'p1', 'verse', 'v2', 'plain_text']","2 and when the Lord your God gives them over to you, and you defeat them, then you must devote them to complete destruction. You shall make no covenant with them and show no mercy to them."
24,"[24, 'p1', 'verse', 'v3', 'label']",3
25,"[25, 'p1', 'verse', 'v3', 'note', 'x']","#Ex. 34:16;Josh. 23:12,13;1 Kgs. 11:2;[Ezra 9:2]"
