id,tag,text
1,"[1, 'label']",6
2,"[2, 'p1', 'verse', 'v1', 'label']",1
3,"[3, 'p1', 'verse', 'v1', 'content']",Then the
4,"[4, 'p1', 'verse', 'v1', 'sc']",Lord
5,"[5, 'p1', 'verse', 'v1', 'content']","said to Moses, “Now you will see what I will do to Pharaoh,"
6,"[6, 'p1', 'verse', 'v1', 'note', 'f']",sn The expression “I will do to Pharaoh” always refers to the plagues. God would first show his sovereignty over Pharaoh before defeating him.
7,"[7, 'p1', 'verse', 'v1', 'content']",for compelled by my strong hand
8,"[8, 'p1', 'verse', 'v1', 'note', 'f']","tn The expression “with a strong hand” (וּבְיָד חֲזָקָה, uvÿyad khazaqah) could refer (1) to God’s powerful intervention (“compelled by my strong hand”) or (2) to Pharaoh’s forceful pursuit (“he will forcefully drive them out”). In Exod 3:20 God has summarized what his hand would do in Egypt, and that is probably what is intended here, as he promises that Moses will see what God will do. All Egypt ultimately desired that Israel be released (12:33), and when they were released Pharaoh pursued them to the sea, and so in a sense drove them out – whether that was his intention or not. But ultimately it was God’s power that was the real force behind it all. U. Cassuto (Exodus, 74) considers that it is unlikely that the phrase would be used in the same verse twice with the same meaning. So he thinks that the first “strong hand” is God’s, and the second “strong hand” is Pharaoh’s. It is true that if Pharaoh acted forcefully in any way that contributed to Israel leaving Egypt it was because God was acting forcefully in his life. So in an understated way, God is saying that when forced by God’s strong hand, Pharaoh will indeed release God’s people.”"
9,"[9, 'p1', 'verse', 'v1', 'content']","he will release them, and by my strong hand he will drive them out of his land.”"
10,"[10, 'p1', 'verse', 'v1', 'note', 'f']","tn Or “and he will forcefully drive them out of his land,” if the second occurrence of “strong hand” refers to Pharaoh’s rather than God’s (see the previous note).
sn In Exod 12:33 the Egyptians were eager to send (release) Israel away in haste, because they all thought they were going to die."
11,"['v001_NET_EXO_006', 11, 'p1', 'verse', 'v1', 'plain_text']","1 Then the Lord said to Moses, “Now you will see what I will do to Pharaoh, for compelled by my strong hand he will release them, and by my strong hand he will drive them out of his land.”"
12,"[12, 'p2', 'verse', 'v2', 'label']",2
13,"[13, 'p2', 'verse', 'v2', 'content']",God spoke
14,"[14, 'p2', 'verse', 'v2', 'note', 'f']",tn Heb “And God spoke.”
15,"[15, 'p2', 'verse', 'v2', 'content']","to Moses and said to him, “I am the"
16,"[16, 'p2', 'verse', 'v2', 'sc']",Lord
17,"[17, 'p2', 'verse', 'v2', 'content']",.
18,"[18, 'p2', 'verse', 'v2', 'note', 'f']","sn The announcement “I am the Lord” (Heb “Yahweh”) draws in the preceding revelation in Exod 3:15. In that place God called Moses to this task and explained the significance of the name “Yahweh” by the enigmatic expression “I am that I am.” “I am” (אֶהְיֶה, ’ehyeh) is not a name; “Yahweh” is. But the explanation of the name with this sentence indicates that Yahweh is the one who is always there, and that guarantees the future, for everything he does is consistent with his nature. He is eternal, never changing; he remains. Now, in Exodus 6, the meaning of the name “Yahweh” will be more fully unfolded."
