id,tag,text
1,"[1, 'label']",7
2,"[2, 'p1', 'verse', 'v1', 'label']",1
3,"[3, 'p1', 'verse', 'v1', 'content']",So the
4,"[4, 'p1', 'verse', 'v1', 'sc']",Lord
5,"[5, 'p1', 'verse', 'v1', 'content']","said to Moses, “See, I have made you like God"
6,"[6, 'p1', 'verse', 'v1', 'note', 'f']","tn The word “like” is added for clarity, making explicit the implied comparison in the statement “I have made you God to Pharaoh.” The word אֱלֹהִים (’elohim) is used a few times in the Bible for humans (e.g., Pss 45:6; 82:1), and always clearly in the sense of a subordinate to GOD – they are his representatives on earth. The explanation here goes back to 4:16. If Moses is like God in that Aaron is his prophet, then Moses is certainly like God to Pharaoh. Only Moses, then, is able to speak to Pharaoh with such authority, giving him commands."
7,"[7, 'p1', 'verse', 'v1', 'content']","to Pharaoh, and your brother Aaron will be your prophet."
8,"[8, 'p1', 'verse', 'v1', 'note', 'f']","tn The word נְבִיאֶךָ (nÿvi’ekha, “your prophet”) recalls 4:16. Moses was to be like God to Aaron, and Aaron was to speak for him. This indicates that the idea of a “prophet” was of one who spoke for God, an idea with which Moses and Aaron and the readers of Exodus are assumed to be familiar."
9,"['v001_NET_EXO_007', 9, 'p1', 'verse', 'v1', 'plain_text']","1 So the Lord said to Moses, “See, I have made you like God to Pharaoh, and your brother Aaron will be your prophet."
10,"[10, 'p1', 'verse', 'v2', 'label']",2
11,"[11, 'p1', 'verse', 'v2', 'content']",You are to speak
12,"[12, 'p1', 'verse', 'v2', 'note', 'f']",tn The imperfect tense here should have the nuance of instruction or injunction: “you are to speak.” The subject is singular (Moses) and made emphatic by the presence of the personal pronoun “you.”
13,"[13, 'p1', 'verse', 'v2', 'content']","everything I command you,"
