id,tag,text
0,['label'],19
1,"['s1', 'heading']",Simeon’s Tribal Lands
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'content']",The second lot belonged to the tribe of Simeon by its clans.
4,"['p1', 'verse', 'v1', 'note', 'f']","tn Heb “and the second lot came out for Simeon, for the tribe of the sons of Simeon by their clans.”"
6,"['p1', 'verse', 'v2', 'label']",2
7,"['p1', 'verse', 'v2', 'content']",Their assigned land included
8,"['p1', 'verse', 'v2', 'note', 'f']",tn Heb “and they had in their inheritance.”
9,"['p1', 'verse', 'v2', 'content']","Beer Sheba,"
10,"['p1', 'verse', 'v2', 'note', 'f']","tc The MT has “and Sheba” listed after “Beer Sheba.” The LXX suggests “Shema.” The Hebrew text appears to be corrupt, since the form “Sheba” duplicates the latter part of the preceding name. If Sheba (or Shema) is retained, the list numbers fourteen, one more than the number given in the concluding summary (v. 6)."
11,"['p1', 'verse', 'v2', 'content']","Moladah,"
12,"['p1', 'verse', 'v3', 'label']",3
13,"['p1', 'verse', 'v3', 'content']","Hazar Shual, Balah, Ezem,"
14,"['p1', 'verse', 'v4', 'label']",4
15,"['p1', 'verse', 'v4', 'content']","Eltolad, Bethul, Hormah,"
16,"['p1', 'verse', 'v5', 'label']",5
17,"['p1', 'verse', 'v5', 'content']","Ziklag, Beth Marcaboth, Hazar Susah,"
18,"['p1', 'verse', 'v6', 'label']",6
19,"['p1', 'verse', 'v6', 'content']","Beth Lebaoth, and Sharuhen – a total of thirteen cities and their towns,"
20,"['p1', 'verse', 'v7', 'label']",7
21,"['p1', 'verse', 'v7', 'content']","Ain, Rimmon, Ether, and Ashan – a total of four cities and their towns,"
22,"['p1', 'verse', 'v8', 'label']",8
23,"['p1', 'verse', 'v8', 'content']",as well as all the towns around these cities as far as Baalath Beer (Ramah of the Negev). This was the land assigned to the tribe of Simeon by its clans.
24,"['p1', 'verse', 'v8', 'note', 'f']",tn Heb “this was the inheritance of the tribe of the sons of Simeon.”
26,"['p1', 'verse', 'v9', 'label']",9
27,"['p1', 'verse', 'v9', 'content']","Simeon’s assigned land was taken from Judah’s allotted portion, for Judah’s territory was too large for them; so Simeon was assigned land within Judah."
28,"['p1', 'verse', 'v9', 'note', 'f']","tn Heb “from the portion of the sons of Judah was the inheritance of the sons of Simeon for the portion of the sons of Judah was too large for them, and the sons of Simeon received an inheritance in the midst of their inheritance.”"
29,"['s1', 'heading']",Zebulun’s Tribal Lands
30,"['p2', 'verse', 'v10', 'label']",10
31,"['p2', 'verse', 'v10', 'content']",The third lot belonged to the tribe of Zebulun
32,"['p2', 'verse', 'v10', 'note', 'f']",tn Heb “and the third lot came up for the sons of Zebulun.”
33,"['p2', 'verse', 'v10', 'content']",by its clans. The border of their territory
34,"['p2', 'verse', 'v10', 'note', 'f']",tn Or “inheritance.”
35,"['p2', 'verse', 'v10', 'content']",extended to Sarid.
36,"['p2', 'verse', 'v11', 'label']",11
37,"['p2', 'verse', 'v11', 'content']",Their border went up westward to Maralah and touched Dabbesheth and the valley near
38,"['p2', 'verse', 'v11', 'note', 'f']",tn Heb “in front of”; perhaps “east of.”
39,"['p2', 'verse', 'v11', 'content']",Jokneam.
40,"['p2', 'verse', 'v12', 'label']",12
41,"['p2', 'verse', 'v12', 'content']",From Sarid it turned eastward
42,"['p2', 'verse', 'v12', 'note', 'f']",tn Heb “eastward toward the rising of the sun.”
43,"['p2', 'verse', 'v12', 'content']","to the territory of Kisloth Tabor, extended to Daberath, and went up to Japhia."
44,"['p2', 'verse', 'v13', 'label']",13
45,"['p2', 'verse', 'v13', 'content']","From there it crossed eastward to Gath Hepher and Eth Kazin and extended to Rimmon, turning toward Neah."
46,"['p2', 'verse', 'v14', 'label']",14
47,"['p2', 'verse', 'v14', 'content']",It then turned on the north to Hannathon and ended at the Valley of Iphtah El.
48,"['p2', 'verse', 'v15', 'label']",15
49,"['p2', 'verse', 'v15', 'content']","Their territory included Kattah, Nahalal, Shimron, Idalah, and Bethlehem;"
50,"['p2', 'verse', 'v15', 'note', 'f']",map For location see Map5-B1; Map7-E2; Map8-E2; Map10-B4.
51,"['p2', 'verse', 'v15', 'content']",in all they had twelve cities and their towns.
52,"['p2', 'verse', 'v15', 'note', 'f']","tn Heb “Kattah, Nahalal, Shimron, Idalah, and Bethlehem, twelve cities and their towns.” The words “their territory included” and “in all they had” are supplied in the translation for clarification."
54,"['p2', 'verse', 'v16', 'label']",16
55,"['p2', 'verse', 'v16', 'content']",This was the land assigned to the tribe of Zebulun
56,"['p2', 'verse', 'v16', 'note', 'f']",tn Heb “this is the inheritance of the sons of Zebulun.”
57,"['p2', 'verse', 'v16', 'content']","by its clans, including these cities and their towns."
58,"['s1', 'heading']",Issachar’s Tribal Lands
59,"['p3', 'verse', 'v17', 'label']",17
60,"['p3', 'verse', 'v17', 'content']",The fourth lot belonged to the tribe of Issachar
61,"['p3', 'verse', 'v17', 'note', 'f']",tn Heb “the fourth lot came out for the sons of Issachar.”
62,"['p3', 'verse', 'v17', 'content']",by its clans.
63,"['p3', 'verse', 'v18', 'label']",18
64,"['p3', 'verse', 'v18', 'content']",Their assigned land
65,"['p3', 'verse', 'v18', 'note', 'f']",tn Or “their inheritance.”
