id,tag,text
0,['label'],17
1,"['s1', 'heading']",The Slaughter of Animals
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'content']",The
4,"['p1', 'verse', 'v1', 'sc']",Lord
5,"['p1', 'verse', 'v1', 'content']",spoke to Moses:
6,"['p1', 'verse', 'v2', 'label']",2
7,"['p1', 'verse', 'v2', 'content']","“Speak to Aaron, his sons, and all the Israelites, and tell them: ‘This is the word that the"
8,"['p1', 'verse', 'v2', 'sc']",Lord
9,"['p1', 'verse', 'v2', 'content']",has commanded:
10,"['p1', 'verse', 'v3', 'label']",3
11,"['p1', 'verse', 'v3', 'content']",“Blood guilt
12,"['p1', 'verse', 'v3', 'note', 'f']","tn The complex wording of vv. 3-4 requires stating “blood guilt” at the beginning of v. 3 even though it is not mentioned until the middle of v. 4. The Hebrew text has simply “blood,” but in this case it refers to the illegitimate shedding of animal blood, similar to the shedding of the blood of an innocent human being (Deut 19:10, etc.). In order for it to be legitimate the animal must be slaughtered at the tabernacle and its blood handled by the priests in the prescribed way (see, e.g., Lev 1:5; 3:2, 17; 4:5-7; 7:26-27, etc.; cf. vv. 10-16 below for more details)."
13,"['p1', 'verse', 'v3', 'content']",will be accounted to any man
14,"['p1', 'verse', 'v3', 'note', 'f']","tn Heb “Man man.” The reduplication is way of saying “any man” (cf. Lev 15:2; 22:18, etc.). See the note on Lev 15:2."
15,"['p1', 'verse', 'v3', 'content']",from the house of Israel
16,"['p1', 'verse', 'v3', 'note', 'f']","tn The original LXX adds “or the sojourners who sojourn in your midst” (cf. Lev 16:29, etc., and note esp. 17:8, 10, and 13 below)."
17,"['p1', 'verse', 'v3', 'content']","who slaughters an ox or a lamb or a goat inside the camp or outside the camp,"
18,"['p1', 'verse', 'v3', 'note', 'f']",tn Heb “or who slaughters from outside to the camp.”
20,"['p1', 'verse', 'v4', 'label']",4
21,"['p1', 'verse', 'v4', 'content']",but has not brought it to the entrance of the Meeting Tent
22,"['p1', 'verse', 'v4', 'note', 'f']","tn Smr and LXX add after “tent of meeting” the following: “to make it a burnt offering or a peace offering to the Lord for your acceptance as a soothing aroma, and slaughters it outside, and at the doorway of the tent of meeting has not brought it.”"
23,"['p1', 'verse', 'v4', 'content']",to present it as
24,"['p1', 'verse', 'v4', 'note', 'f']","tc Smr includes the suffix “it,” which is needed in any case in the translation to conform to English style."
25,"['p1', 'verse', 'v4', 'content']",an offering to the
26,"['p1', 'verse', 'v4', 'sc']",Lord
27,"['p1', 'verse', 'v4', 'content']",before the tabernacle of the
28,"['p1', 'verse', 'v4', 'sc']",Lord
29,"['p1', 'verse', 'v4', 'content']",". He has shed blood, so that man will be cut off from the midst of his people."
30,"['p1', 'verse', 'v4', 'note', 'f']","sn The exact meaning of this penalty clause is not certain. It could mean (1) that he will be executed, whether by God or by man, (2) that he will be excommunicated from sanctuary worship and/or community benefits, or (3) that his line will be terminated by God (i.e., extirpation). See also the note on Lev 7:20."
32,"['p1', 'verse', 'v5', 'label']",5
33,"['p1', 'verse', 'v5', 'content']",This is so that
34,"['p1', 'verse', 'v5', 'note', 'f']",tn Heb “So that which.”
35,"['p1', 'verse', 'v5', 'content']",the Israelites will bring their sacrifices that they are sacrificing in the open field
36,"['p1', 'verse', 'v5', 'note', 'f']",tn Heb “on the faces of the field.”
37,"['p1', 'verse', 'v5', 'content']",to the
38,"['p1', 'verse', 'v5', 'sc']",Lord
39,"['p1', 'verse', 'v5', 'content']",at the entrance of the Meeting Tent to the priest and sacrifice them there as peace offering sacrifices to the
40,"['p1', 'verse', 'v5', 'sc']",Lord
41,"['p1', 'verse', 'v5', 'content']",.
42,"['p1', 'verse', 'v6', 'label']",6
43,"['p1', 'verse', 'v6', 'content']",The priest is to splash
44,"['p1', 'verse', 'v6', 'note', 'f']",tn For the translation “splash” see the note on Lev 1:5.
45,"['p1', 'verse', 'v6', 'content']",the blood on the altar
46,"['p1', 'verse', 'v6', 'note', 'f']","tn The LXX adds “all around” (i.e., Hebrew סָבִיב [saviv, “all around”]), which is normal for this overall construction (see, e.g., Lev 1:5; 3:8, etc.)."
47,"['p1', 'verse', 'v6', 'content']",of the
48,"['p1', 'verse', 'v6', 'sc']",Lord
49,"['p1', 'verse', 'v6', 'content']","at the entrance of the Meeting Tent, and offer the fat up in smoke for a soothing aroma to the"
50,"['p1', 'verse', 'v6', 'sc']",Lord
51,"['p1', 'verse', 'v6', 'content']",.
52,"['p1', 'verse', 'v7', 'label']",7
53,"['p1', 'verse', 'v7', 'content']",So they must no longer offer
54,"['p1', 'verse', 'v7', 'note', 'f']",tn Heb “sacrifice.” This has been translated as “offer” for stylistic reasons to avoid the redundancy of “sacrifice their sacrifices.”
55,"['p1', 'verse', 'v7', 'content']","their sacrifices to the goat demons,"
56,"['p1', 'verse', 'v7', 'note', 'f']",tn On “goat demons” of the desert regions see the note on Lev 16:8.
57,"['p1', 'verse', 'v7', 'content']",acting like prostitutes by going after them.
58,"['p1', 'verse', 'v7', 'note', 'f']",tn Heb “which they are committing harlotry after them.”
59,"['p1', 'verse', 'v7', 'content']",This is to be a perpetual statute for them throughout their generations.
60,"['p1', 'verse', 'v7', 'note', 'f']",tn Heb “for your generations.”
61,"['p2', 'verse', 'v8', 'label']",8
62,"['p2', 'verse', 'v8', 'content']",“You are to say to them: ‘Any man
63,"['p2', 'verse', 'v8', 'note', 'f']","tn Heb “Man, man.” The repetition of the word “man” is distributive, meaning “any [or “every”] man” (GKC 395-96 §123.c; cf. Lev 15:2)."
64,"['p2', 'verse', 'v8', 'content']",from the house of Israel or
65,"['p2', 'verse', 'v8', 'note', 'f']","tn Heb “and.” Here the Hebrew conjunction ו (vav, “and”) has an alternative sense (“or”)."
66,"['p2', 'verse', 'v8', 'content']",from the foreigners who reside
67,"['p2', 'verse', 'v8', 'note', 'f']",tn Heb “from the sojourner who sojourns.”
68,"['p2', 'verse', 'v8', 'content']",in their
69,"['p2', 'verse', 'v8', 'note', 'f']","tc The LXX, Syriac, and Vulgate have “your” (plural) rather than “their.”"
70,"['p2', 'verse', 'v8', 'content']","midst, who offers"
71,"['p2', 'verse', 'v8', 'note', 'f']",tn Heb “causes to go up.”
72,"['p2', 'verse', 'v8', 'content']",a burnt offering or a sacrifice
73,"['p2', 'verse', 'v9', 'label']",9
74,"['p2', 'verse', 'v9', 'content']",but does not bring it to the entrance of the Meeting Tent to offer it
75,"['p2', 'verse', 'v9', 'note', 'f']","tn Heb “to make it,” meaning “to make the sacrifice.”"
76,"['p2', 'verse', 'v9', 'content']",to the
77,"['p2', 'verse', 'v9', 'sc']",Lord
78,"['p2', 'verse', 'v9', 'content']",– that person will be cut off from his people.
79,"['p2', 'verse', 'v9', 'note', 'f']",tn For remarks on the “cut off” penalty see the note on v. 4 above.
81,"['s1', 'heading']",Prohibition against Eating Blood
82,"['p3', 'verse', 'v10', 'label']",10
