id,tag,text
0,['label'],3
1,"['p1', 'verse', 'v1', 'label']",1
2,"['p1', 'verse', 'v1', 'content']",These were the nations the
3,"['p1', 'verse', 'v1', 'sc']",Lord
4,"['p1', 'verse', 'v1', 'content']",permitted to remain so he could use them to test Israel – he wanted to test all those who had not experienced battle against the Canaanites.
5,"['p1', 'verse', 'v1', 'note', 'f']",tn Heb “did not know the wars of Canaan.”
7,"['p1', 'verse', 'v2', 'label']",2
8,"['p1', 'verse', 'v2', 'content']","He left those nations simply because he wanted to teach the subsequent generations of Israelites, who had not experienced the earlier battles, how to conduct holy war."
9,"['p1', 'verse', 'v2', 'note', 'f']","tn The Hebrew syntax of v. 2 is difficult. The Hebrew text reads literally, “only in order that the generations of the Israelites might know, to teach them war – only those who formerly did not know them.”
sn The stated purpose for leaving the nations (to teach the subsequent generations…how to conduct holy war) seems to contradict 2:22 and 3:4, which indicate the nations were left to test Israel’s loyalty to the Lord. However, the two stated purposes can be harmonized. The willingness of later generations to learn and engage in holy war would measure their allegiance to the Lord (see B. G. Webb, Judges [JSOTSup], 114-15)."
11,"['p1', 'verse', 'v3', 'label']",3
12,"['p1', 'verse', 'v3', 'content']",These were the nations:
13,"['p1', 'verse', 'v3', 'note', 'f']","tn The words “These were the nations,” though not present in the Hebrew text, are supplied in the translation for clarity."
14,"['p1', 'verse', 'v3', 'content']","the five lords of the Philistines, all the Canaanites, the Sidonians, and the Hivites living in Mount Lebanon, from Mount Baal Hermon to Lebo-Hamath."
15,"['p1', 'verse', 'v3', 'note', 'f']",tn Or “the entrance to Hamath.”
17,"['p1', 'verse', 'v4', 'label']",4
18,"['p1', 'verse', 'v4', 'content']","They were left to test Israel, so the"
19,"['p1', 'verse', 'v4', 'sc']",Lord
20,"['p1', 'verse', 'v4', 'content']",would know if his people would obey the commands he gave their ancestors through Moses.
21,"['p1', 'verse', 'v4', 'note', 'f']",tn Heb “to know if they would hear the commands of the Lord which he commanded their fathers by the hand of Moses.”
23,"['p2', 'verse', 'v5', 'label']",5
24,"['p2', 'verse', 'v5', 'content']","The Israelites lived among the Canaanites, Hittites, Amorites, Perizzites, Hivites, and Jebusites."
25,"['p2', 'verse', 'v6', 'label']",6
26,"['p2', 'verse', 'v6', 'content']",They took the Canaanites’ daughters as wives and gave their daughters to the Canaanites;
27,"['p2', 'verse', 'v6', 'note', 'f']",tn Heb “to their sons.”
28,"['p2', 'verse', 'v6', 'content']",they worshiped
29,"['p2', 'verse', 'v6', 'note', 'f']",tn Or “served”; or “followed” (this term occurs in the following verse as well).
30,"['p2', 'verse', 'v6', 'content']",their gods as well.
31,"['s1', 'heading']",Othniel: A Model Leader
32,"['p3', 'verse', 'v7', 'label']",7
33,"['p3', 'verse', 'v7', 'content']",The Israelites did evil in the
34,"['p3', 'verse', 'v7', 'sc']",Lord
35,"['p3', 'verse', 'v7', 'content']",’s sight.
36,"['p3', 'verse', 'v7', 'note', 'f']",tn Heb “in the eyes of the Lord.”
37,"['p3', 'verse', 'v7', 'content']",They forgot the
38,"['p3', 'verse', 'v7', 'sc']",Lord
39,"['p3', 'verse', 'v7', 'content']",their God and worshiped the Baals and the Asherahs.
40,"['p3', 'verse', 'v7', 'note', 'f']",sn The Asherahs were local manifestations of the Canaanite goddess Asherah.
42,"['p3', 'verse', 'v8', 'label']",8
43,"['p3', 'verse', 'v8', 'content']",The
44,"['p3', 'verse', 'v8', 'sc']",Lord
45,"['p3', 'verse', 'v8', 'content']",was furious with Israel
46,"['p3', 'verse', 'v8', 'note', 'f']",tn Or “The Lord’s anger burned (or raged) against Israel.”
47,"['p3', 'verse', 'v8', 'content']",and turned them over to
48,"['p3', 'verse', 'v8', 'note', 'f']",tn Heb “sold them into the hands of.”
49,"['p3', 'verse', 'v8', 'content']",King Cushan-Rishathaim
50,"['p3', 'verse', 'v8', 'note', 'f']",tn Or “Cushan the Doubly Wicked.”
51,"['p3', 'verse', 'v8', 'content']",of Aram-Naharaim. They were Cushan-Rishathaim’s subjects
52,"['p3', 'verse', 'v8', 'note', 'f']",tn Or “they served Cushan-Rishathaim.”
53,"['p3', 'verse', 'v8', 'content']",for eight years.
54,"['p3', 'verse', 'v9', 'label']",9
55,"['p3', 'verse', 'v9', 'content']",When the Israelites cried out for help to the
56,"['p3', 'verse', 'v9', 'sc']",Lord
57,"['p3', 'verse', 'v9', 'content']",", he"
58,"['p3', 'verse', 'v9', 'note', 'f']",tn Heb “the Lord.”
59,"['p3', 'verse', 'v9', 'content']",raised up a deliverer for the Israelites who rescued
60,"['p3', 'verse', 'v9', 'note', 'f']",tn Or “delivered.”
61,"['p3', 'verse', 'v9', 'content']","them. His name was Othniel son of Kenaz, Caleb’s younger brother."
62,"['p3', 'verse', 'v9', 'note', 'f']",tn “Caleb’s younger brother” may refer to Othniel or to Kenaz (in which case Othniel is Caleb’s nephew).
64,"['p3', 'verse', 'v10', 'label']",10
65,"['p3', 'verse', 'v10', 'content']",The
66,"['p3', 'verse', 'v10', 'sc']",Lord
67,"['p3', 'verse', 'v10', 'content']",’s spirit empowered him
68,"['p3', 'verse', 'v10', 'note', 'f']",tn Heb “was on him.”
69,"['p3', 'verse', 'v10', 'content']","and he led Israel. When he went to do battle, the"
70,"['p3', 'verse', 'v10', 'sc']",Lord
71,"['p3', 'verse', 'v10', 'content']",handed over to him King Cushan-Rishathaim of Aram and he overpowered him.
72,"['p3', 'verse', 'v10', 'note', 'f']",tn Heb “his hand was strong against Cushan-Rishathaim.”
74,"['p3', 'verse', 'v11', 'label']",11
75,"['p3', 'verse', 'v11', 'content']",The land had rest for forty years; then Othniel son of Kenaz died.
76,"['s1', 'heading']","Deceit, Assassination, and Deliverance"
77,"['p4', 'verse', 'v12', 'label']",12
78,"['p4', 'verse', 'v12', 'content']",The Israelites again did evil in the
79,"['p4', 'verse', 'v12', 'sc']",Lord
80,"['p4', 'verse', 'v12', 'content']",’s sight.
81,"['p4', 'verse', 'v12', 'note', 'f']",tn Heb “in the eyes of the Lord” (also later in this verse).
82,"['p4', 'verse', 'v12', 'content']",The
83,"['p4', 'verse', 'v12', 'sc']",Lord
84,"['p4', 'verse', 'v12', 'content']",gave King Eglon of Moab control over Israel
85,"['p4', 'verse', 'v12', 'note', 'f']",tn Heb “strengthened Eglon…against Israel.”
86,"['p4', 'verse', 'v12', 'content']",because they had done evil in the
87,"['p4', 'verse', 'v12', 'sc']",Lord
88,"['p4', 'verse', 'v12', 'content']",’s sight.
89,"['p4', 'verse', 'v13', 'label']",13
90,"['p4', 'verse', 'v13', 'content']",Eglon formed alliances with
91,"['p4', 'verse', 'v13', 'note', 'f']",tn Heb “and he gathered to him.”
92,"['p4', 'verse', 'v13', 'content']","the Ammonites and Amalekites. He came and defeated Israel, and they seized the City of Date Palm Trees."
93,"['p4', 'verse', 'v14', 'label']",14
94,"['p4', 'verse', 'v14', 'content']",The Israelites were subject to
95,"['p4', 'verse', 'v14', 'note', 'f']",tn Or “the Israelites served Eglon.”
96,"['p4', 'verse', 'v14', 'content']",King Eglon of Moab for eighteen years.
97,"['p5', 'verse', 'v15', 'label']",15
98,"['p5', 'verse', 'v15', 'content']",When the Israelites cried out for help to the
99,"['p5', 'verse', 'v15', 'sc']",Lord
100,"['p5', 'verse', 'v15', 'content']",", he"
101,"['p5', 'verse', 'v15', 'note', 'f']",tn Heb “the Lord.” This has been replaced by the pronoun (“he”) in the translation for stylistic reasons.
102,"['p5', 'verse', 'v15', 'content']","raised up a deliverer for them. His name was Ehud son of Gera the Benjaminite, a left-handed man."
103,"['p5', 'verse', 'v15', 'note', 'f']","tn The phrase, which refers to Ehud, literally reads “bound/restricted in the right hand,” apparently a Hebrew idiom for a left-handed person. See Judg 20:16, where 700 Benjaminites are described in this way. Perhaps the Benjaminites purposely trained several of their young men to be left-handed warriors by restricting the use of the right hand from an early age so the left hand would become dominant. Left-handed men would have a distinct military advantage, especially when attacking city gates. See B. Halpern, “The Assassination of Eglon: The First Locked-Room Murder Mystery,” BRev 4 (1988): 35."
104,"['p5', 'verse', 'v15', 'content']",The Israelites sent him to King Eglon of Moab with their tribute payment.
105,"['p5', 'verse', 'v15', 'note', 'f']","tn Heb “The Israelites sent by his hand an offering to Eglon, king of Moab.”"
107,"['p5', 'verse', 'v16', 'label']",16
108,"['p5', 'verse', 'v16', 'content']",Ehud made himself a sword – it had two edges and was eighteen inches long.
109,"['p5', 'verse', 'v16', 'note', 'f']","tn The Hebrew term גֹּמֶד (gomed) denotes a unit of linear measure, perhaps a cubit (the distance between the elbow and the tip of the middle finger – approximately 18 inches [45 cm]). Some suggest it is equivalent to the short cubit (the distance between the elbow and the knuckles of the clenched fist – approximately 13 inches [33 cm]) or to the span (the distance between the end of the thumb and the end of the little finger in a spread hand – approximately 9 inches [23 cm]). See BDB 167 s.v.; HALOT 196 s.v.; B. Lindars, Judges 1-5, 142."
110,"['p5', 'verse', 'v16', 'content']",He strapped it under his coat on his right thigh.
111,"['p5', 'verse', 'v17', 'label']",17
112,"['p5', 'verse', 'v17', 'content']",He brought the tribute payment to King Eglon of Moab. (Now Eglon was a very fat man.)
113,"['p6', 'verse', 'v18', 'label']",18
114,"['p6', 'verse', 'v18', 'content']","After Ehud brought the tribute payment, he dismissed the people who had carried it."
115,"['p6', 'verse', 'v18', 'note', 'f']",tn Heb “the tribute payment.”
117,"['p6', 'verse', 'v19', 'label']",19
118,"['p6', 'verse', 'v19', 'content']",But he went back
119,"['p6', 'verse', 'v19', 'note', 'f']","tn Or “returned” (i.e., to Eglon’s palace)."
120,"['p6', 'verse', 'v19', 'content']",once he reached
121,"['p6', 'verse', 'v19', 'note', 'f']",tn The words “when he reached” are supplied in the translation for clarification. The Hebrew text simply reads “from.”
122,"['p6', 'verse', 'v19', 'content']",the carved images
123,"['p6', 'verse', 'v19', 'note', 'f']",tn Or “idols.”
124,"['p6', 'verse', 'v19', 'content']","at Gilgal. He said to Eglon,"
125,"['p6', 'verse', 'v19', 'note', 'f']",tn The words “to Eglon” are supplied in the translation for clarification.
126,"['p6', 'verse', 'v19', 'content']","“I have a secret message for you, O king.” Eglon"
127,"['p6', 'verse', 'v19', 'note', 'f']",tn Heb “he”; the referent (Eglon) has been specified in the translation for clarity.
128,"['p6', 'verse', 'v19', 'content']","said, “Be quiet!”"
129,"['p6', 'verse', 'v19', 'note', 'f']",tn Or “Hush!”
130,"['p6', 'verse', 'v19', 'content']",All his attendants left.
131,"['p6', 'verse', 'v20', 'label']",20
132,"['p6', 'verse', 'v20', 'content']","When Ehud approached him, he was sitting in his well-ventilated"
133,"['p6', 'verse', 'v20', 'note', 'f']","tn Or “cool.” This probably refers to a room with latticed windows which allowed the breeze to pass through. See B. Lindars, Judges 1-5, 144."
134,"['p6', 'verse', 'v20', 'content']","upper room all by himself. Ehud said, “I have a message from God"
135,"['p6', 'verse', 'v20', 'note', 'f']","tn Heb “word of [i.e., from] God.”"
136,"['p6', 'verse', 'v20', 'content']","for you.” When Eglon rose up from his seat,"
137,"['p6', 'verse', 'v20', 'note', 'f']",tn Or “throne.”
139,"['p6', 'verse', 'v21', 'label']",21
140,"['p6', 'verse', 'v21', 'content']","Ehud reached with his left hand, pulled the sword from his right thigh, and drove it into Eglon’s"
141,"['p6', 'verse', 'v21', 'note', 'f']",tn Heb “his”; the referent (Eglon) has been specified in the translation for clarity.
142,"['p6', 'verse', 'v21', 'content']",belly.
143,"['p6', 'verse', 'v22', 'label']",22
144,"['p6', 'verse', 'v22', 'content']","The handle went in after the blade, and the fat closed around the blade, for Ehud"
145,"['p6', 'verse', 'v22', 'note', 'f']",tn Heb “he”; the referent (Ehud) has been specified in the translation for clarity.
146,"['p6', 'verse', 'v22', 'content']",did not pull the sword out of his belly.
147,"['p6', 'verse', 'v22', 'note', 'f']","tn The Hebrew text has “and he went out to the [?].” The meaning of the Hebrew word פַּרְשְׁדֹנָה (parshÿdonah) which occurs only here in the OT, is uncertain. The noun has the article prefixed and directive suffix. The word may be a technical architectural term, indicating the area into which Ehud moved as he left the king and began his escape. In this case Ehud is the subject of the verb “went out.” The present translation omits the clause, understanding it as an ancient variant of the first clause in v. 23. Some take the noun as “back,” understand “sword” (from the preceding clause) as the subject, and translate “the sword came out his [i.e., Eglon’s] back.” But this rendering is unlikely since the Hebrew word for “sword” (חֶרֶב, kherev) is feminine and the verb form translated “came out” (וַיֵּצֵא, vayyetse’) is masculine. (One expects agreement in gender when the subject is supplied from the preceding clause. See Ezek 33:4, 6.) See B. Lindars, Judges 1-5, 146-48, for discussion of the options."
149,"['p6', 'verse', 'v23', 'label']",23
150,"['p6', 'verse', 'v23', 'content']","As Ehud went out into the vestibule,"
151,"['p6', 'verse', 'v23', 'note', 'f']","tn Again the precise meaning of the Hebrew word, used only here in the OT, is uncertain. Since it is preceded by the verb “went out” and the next clause refers to Ehud closing doors, the noun is probably an architectural term referring to the room (perhaps a vestibule; see HALOT 604 s.v. מִסְדְּרוֹן) immediately outside the king’s upper chamber. As v. 24 indicates, this vestibule separated the upper room from an outer room where the king's servants were waiting."
152,"['p6', 'verse', 'v23', 'content']",he closed the doors of the upper room behind him and locked them.
153,"['p7', 'verse', 'v24', 'label']",24
154,"['p7', 'verse', 'v24', 'content']","When Ehud had left, Eglon’s"
155,"['p7', 'verse', 'v24', 'note', 'f']",tn Heb “his.”
156,"['p7', 'verse', 'v24', 'content']","servants came and saw the locked doors of the upper room. They said, “He must be relieving himself"
157,"['p7', 'verse', 'v24', 'note', 'f']","tn Heb “covering his feet” (i.e., with his outer garments while he relieves himself)."
158,"['p7', 'verse', 'v24', 'content']",in the well-ventilated inner room.”
159,"['p7', 'verse', 'v24', 'note', 'f']",tn The Hebrew expression translated “well-ventilated inner room” may refer to the upper room itself or to a bathroom attached to or within it.
161,"['p7', 'verse', 'v25', 'label']",25
162,"['p7', 'verse', 'v25', 'content']","They waited so long they were embarrassed, but he still did not open the doors of the upper room. Finally they took the key and opened the doors."
163,"['p7', 'verse', 'v25', 'note', 'f']",tn The words “the doors” are supplied.
164,"['p7', 'verse', 'v25', 'content']","Right before their eyes was their master, sprawled out dead on the floor!"
165,"['p7', 'verse', 'v25', 'note', 'f']","tn Heb “See, their master, fallen to the ground, dead.”"
167,"['p7', 'verse', 'v26', 'label']",26
168,"['p7', 'verse', 'v26', 'content']","Now Ehud had escaped while they were delaying. When he passed the carved images, he escaped to Seirah."
169,"['p8', 'verse', 'v27', 'label']",27
170,"['p8', 'verse', 'v27', 'content']","When he reached Seirah,"
171,"['p8', 'verse', 'v27', 'note', 'f']",tn Heb “When he arrived.”
172,"['p8', 'verse', 'v27', 'content']",he blew a trumpet
173,"['p8', 'verse', 'v27', 'note', 'f']","tn That is, “mustered an army.”"
174,"['p8', 'verse', 'v27', 'content']","in the Ephraimite hill country. The Israelites went down with him from the hill country, with Ehud in the lead."
175,"['p8', 'verse', 'v27', 'note', 'f']",tn Heb “now he was before them.”
177,"['p8', 'verse', 'v28', 'label']",28
178,"['p8', 'verse', 'v28', 'content']","He said to them, “Follow me, for the"
179,"['p8', 'verse', 'v28', 'sc']",Lord
180,"['p8', 'verse', 'v28', 'content']","is about to defeat your enemies, the Moabites!”"
181,"['p8', 'verse', 'v28', 'note', 'f']","tn Heb “for the Lord has given your enemies, Moab, into your hand.” The verb form (a Hebrew perfect, indicating completed action from the standpoint of the speaker) emphasizes the certainty of the event. Though it had not yet taken place, the Lord speaks of it as a “done deal.”"
182,"['p8', 'verse', 'v28', 'content']","They followed him, captured the fords of the Jordan River"
183,"['p8', 'verse', 'v28', 'note', 'f']","tn The word “River” is not in the Hebrew text, but is supplied for clarity."
184,"['p8', 'verse', 'v28', 'content']","opposite Moab,"
185,"['p8', 'verse', 'v28', 'note', 'f']","tn Or “against Moab,” that is, so as to prevent the Moabites from crossing."
186,"['p8', 'verse', 'v28', 'content']",and did not let anyone cross.
187,"['p8', 'verse', 'v29', 'label']",29
188,"['p8', 'verse', 'v29', 'content']",That day they killed about ten thousand Moabites
189,"['p8', 'verse', 'v29', 'note', 'f']",tn Heb “They struck Moab that day – about ten thousand men.”
190,"['p8', 'verse', 'v29', 'content']","– all strong, capable warriors; not one escaped."
191,"['p8', 'verse', 'v30', 'label']",30
192,"['p8', 'verse', 'v30', 'content']","Israel humiliated Moab that day, and the land had rest for eighty years."
193,"['p9', 'verse', 'v31', 'label']",31
194,"['p9', 'verse', 'v31', 'content']",After Ehud
195,"['p9', 'verse', 'v31', 'note', 'f']",tn Heb “him”; the referent (Ehud) has been specified in the translation for clarity.
196,"['p9', 'verse', 'v31', 'content']",came
197,"['p9', 'verse', 'v31', 'note', 'f']",tn Heb “was.”
198,"['p9', 'verse', 'v31', 'content']","Shamgar son of Anath; he killed six hundred Philistines with an oxgoad and, like Ehud,"
199,"['p9', 'verse', 'v31', 'note', 'f']",tn Heb “also he”; the referent (Ehud) has been specified in the translation for clarity.
200,"['p9', 'verse', 'v31', 'content']",delivered Israel.
