id,tag,text
0,['label'],23
1,"['s1', 'heading']",Regulations for Israel’s Appointed Times
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'content']",The
4,"['p1', 'verse', 'v1', 'sc']",Lord
5,"['p1', 'verse', 'v1', 'content']",spoke to Moses:
6,"['p1', 'verse', 'v2', 'label']",2
7,"['p1', 'verse', 'v2', 'content']","“Speak to the Israelites and tell them, ‘These are the"
8,"['p1', 'verse', 'v2', 'sc']",Lord
9,"['p1', 'verse', 'v2', 'content']",’s appointed times which you must proclaim as holy assemblies – my appointed times:
10,"['p1', 'verse', 'v2', 'note', 'f']","tn Heb “these are them, my appointed times.”
sn The term מוֹעֵד (mo’ed, rendered “appointed time” here) can refer to either a time or place of meeting. See the note on “tent of meeting” (אֹהֶל מוֹעֵד, ’ohel mo’ed) in Lev 1:1."
12,"['s1', 'heading']",The Weekly Sabbath
13,"['p2', 'verse', 'v3', 'label']",3
14,"['p2', 'verse', 'v3', 'content']","“‘Six days work may be done, but on the seventh day there must be a Sabbath of complete rest,"
15,"['p2', 'verse', 'v3', 'note', 'f']","tn This is a superlative expression, emphasizing the full and all inclusive rest of the Sabbath and certain festival times throughout the chapter (see B. A. Levine, Leviticus [JPSTC], 155). Cf. ASV “a sabbath of solemn rest.”"
16,"['p2', 'verse', 'v3', 'content']",a holy assembly. You must not do any work; it is a Sabbath to the
17,"['p2', 'verse', 'v3', 'sc']",Lord
18,"['p2', 'verse', 'v3', 'content']",in all the places where you live.
19,"['s1', 'heading']",The Festival of Passover and Unleavened Bread
20,"['p3', 'verse', 'v4', 'label']",4
21,"['p3', 'verse', 'v4', 'content']",“‘These are the
22,"['p3', 'verse', 'v4', 'sc']",Lord
23,"['p3', 'verse', 'v4', 'content']","’s appointed times, holy assemblies, which you must proclaim at their appointed time."
24,"['p3', 'verse', 'v5', 'label']",5
25,"['p3', 'verse', 'v5', 'content']","In the first month, on the fourteenth day of the month, at twilight,"
26,"['p3', 'verse', 'v5', 'note', 'f']","tn Heb “between the two evenings,” perhaps designating the time between the setting of the sun and the true darkness of night. Cf. KJV, ASV “at even”; NAB “at the evening twilight.”
sn See B. A. Levine, Leviticus (JPSTC), 156, for a full discussion of the issues raised in this verse. The rabbinic tradition places the slaughter of Passover offerings between approximately 3:00 p.m. and 6:00 p.m., not precisely at twilight. Moreover, the term פֶּסַח (pesakh) may mean “protective offering” rather than “Passover offering,” although they amount to about the same thing in the historical context of the exodus from Egypt (see Exod 11-12)."
27,"['p3', 'verse', 'v5', 'content']",is a Passover offering to the
28,"['p3', 'verse', 'v5', 'sc']",Lord
29,"['p3', 'verse', 'v5', 'content']",.
30,"['p3', 'verse', 'v6', 'label']",6
31,"['p3', 'verse', 'v6', 'content']",Then on the fifteenth day of the same month
32,"['p3', 'verse', 'v6', 'note', 'f']",tn Heb “to this month.”
33,"['p3', 'verse', 'v6', 'content']",will be the festival of unleavened bread to the
34,"['p3', 'verse', 'v6', 'sc']",Lord
35,"['p3', 'verse', 'v6', 'content']",; seven days you must eat unleavened bread.
36,"['p3', 'verse', 'v7', 'label']",7
37,"['p3', 'verse', 'v7', 'content']",On the first day there will be a holy assembly for you; you must not do any regular work.
38,"['p3', 'verse', 'v7', 'note', 'f']",tn Heb “work of service”; KJV “servile work”; NASB “laborious work”; TEV “daily work.”
40,"['p3', 'verse', 'v8', 'label']",8
41,"['p3', 'verse', 'v8', 'content']",You must present a gift to the
42,"['p3', 'verse', 'v8', 'sc']",Lord
43,"['p3', 'verse', 'v8', 'content']","for seven days, and the seventh day is a holy assembly; you must not do any regular work.’”"
44,"['s1', 'heading']",The Presentation of First Fruits
45,"['p4', 'verse', 'v9', 'label']",9
46,"['p4', 'verse', 'v9', 'content']",The
47,"['p4', 'verse', 'v9', 'sc']",Lord
48,"['p4', 'verse', 'v9', 'content']",spoke to Moses:
49,"['p4', 'verse', 'v10', 'label']",10
50,"['p4', 'verse', 'v10', 'content']","“Speak to the Israelites and tell them, ‘When you enter the land that I am about to give to you and you gather in its harvest,"
51,"['p4', 'verse', 'v10', 'note', 'f']",tn Heb “and you harvest its harvest.”
52,"['p4', 'verse', 'v10', 'content']",then you must bring the sheaf of the first portion of your harvest
53,"['p4', 'verse', 'v10', 'note', 'f']",tn Heb “the sheaf of the first of your harvest.”
54,"['p4', 'verse', 'v10', 'content']","to the priest,"
55,"['p4', 'verse', 'v11', 'label']",11
56,"['p4', 'verse', 'v11', 'content']",and he must wave the sheaf before the
57,"['p4', 'verse', 'v11', 'sc']",Lord
58,"['p4', 'verse', 'v11', 'content']",to be accepted for your benefit
59,"['p4', 'verse', 'v11', 'note', 'f']",tn Heb “for your acceptance.”
60,"['p4', 'verse', 'v11', 'content']",– on the day after the Sabbath the priest is to wave it.
61,"['p4', 'verse', 'v11', 'note', 'f']",sn See Lev 7:30 for a note on the “waving” of a “wave offering.”
63,"['p4', 'verse', 'v12', 'label']",12
64,"['p4', 'verse', 'v12', 'content']",On the day you wave the sheaf you must also offer
65,"['p4', 'verse', 'v12', 'note', 'f']",tn Heb “And you shall make in the day of your waving the sheaf.”
66,"['p4', 'verse', 'v12', 'content']",a flawless yearling lamb
67,"['p4', 'verse', 'v12', 'note', 'f']","tn Heb “a flawless lamb, a son of its year”; KJV “of the first year”; NLT “a year-old male lamb.”"
68,"['p4', 'verse', 'v12', 'content']",for a burnt offering to the
69,"['p4', 'verse', 'v12', 'sc']",Lord
70,"['p4', 'verse', 'v12', 'content']",","
71,"['p4', 'verse', 'v13', 'label']",13
72,"['p4', 'verse', 'v13', 'content']","along with its grain offering, two tenths of an ephah of"
73,"['p4', 'verse', 'v13', 'note', 'f']",sn See the note on Lev 5:11.
74,"['p4', 'verse', 'v13', 'content']",choice wheat flour
75,"['p4', 'verse', 'v13', 'note', 'f']",sn See the note on Lev 2:1.
76,"['p4', 'verse', 'v13', 'content']","mixed with olive oil, as a gift to the"
77,"['p4', 'verse', 'v13', 'sc']",Lord
78,"['p4', 'verse', 'v13', 'content']",", a soothing aroma,"
79,"['p4', 'verse', 'v13', 'note', 'f']",sn See the note on Lev 1:9.
80,"['p4', 'verse', 'v13', 'content']","and its drink offering, one fourth of a hin of wine."
81,"['p4', 'verse', 'v13', 'note', 'f']","tn Heb “wine, one fourth of the hin.” A pre-exilic hin is about 3.6 liters (= ca. 1 quart), so one fourth of a hin would be about one cup."
83,"['p4', 'verse', 'v14', 'label']",14
84,"['p4', 'verse', 'v14', 'content']","You must not eat bread, roasted grain, or fresh grain until this very day,"
85,"['p4', 'verse', 'v14', 'note', 'f']",tn Heb “until the bone of this day.”
86,"['p4', 'verse', 'v14', 'content']",until you bring the offering of your God. This is a perpetual statute throughout your generations
87,"['p4', 'verse', 'v14', 'note', 'f']",tn Heb “for your generations.”
88,"['p4', 'verse', 'v14', 'content']",in all the places where you live.
89,"['s1', 'heading']",The Festival of Weeks
90,"['p5', 'verse', 'v15', 'label']",15
91,"['p5', 'verse', 'v15', 'content']","“‘You must count for yourselves seven weeks from the day after the Sabbath, from the day you bring the wave offering sheaf; they must be complete weeks."
92,"['p5', 'verse', 'v15', 'note', 'f']","tn Heb “seven Sabbaths, they shall be complete.” The disjunctive accent under “Sabbaths” precludes the translation “seven complete Sabbaths” (as NASB, NIV; cf. NAB, NRSV, NLT). The text is somewhat awkward, which may explain why the LXX tradition is confused here, either adding “you shall count” again at the end of the verse, or leaving out “they shall be,” or keeping “they shall be” and adding “to you.”"
94,"['p5', 'verse', 'v16', 'label']",16
95,"['p5', 'verse', 'v16', 'content']",You must count fifty days – until the day after the seventh Sabbath – and then
96,"['p5', 'verse', 'v16', 'note', 'f']",tn Heb “and.” In the translation “then” is supplied to clarify the sequence.
97,"['p5', 'verse', 'v16', 'content']",you must present a new grain offering to the
98,"['p5', 'verse', 'v16', 'sc']",Lord
99,"['p5', 'verse', 'v16', 'content']",.
100,"['p5', 'verse', 'v17', 'label']",17
101,"['p5', 'verse', 'v17', 'content']",From the places where you live you must bring two loaves of
102,"['p5', 'verse', 'v17', 'note', 'f']","tc Smr, LXX, Syriac, Tg. Onq., and Tg. Ps.-J. insert the word חַלּוֹת (khallot, “loaves”; cf. Lev 2:4 and the note there). Even though “loaves” is not explicit in the MT, the number “two” suggests that these are discrete units, not just a measure of flour, so “loaves” should be assumed even in the MT."
103,"['p5', 'verse', 'v17', 'content']","bread for a wave offering; they must be made from two tenths of an ephah of fine wheat flour, baked with yeast,"
104,"['p5', 'verse', 'v17', 'note', 'f']","tn Heb “with leaven.” The noun “leaven” is traditional in English versions (cf. KJV, ASV, NASB, NRSV), but “yeast” is more commonly used today."
105,"['p5', 'verse', 'v17', 'content']",as first fruits to the
106,"['p5', 'verse', 'v17', 'sc']",Lord
107,"['p5', 'verse', 'v17', 'content']",.
108,"['p5', 'verse', 'v18', 'label']",18
109,"['p5', 'verse', 'v18', 'content']","Along with the loaves of bread,"
110,"['p5', 'verse', 'v18', 'note', 'f']",tn Heb “And you shall present on the bread.”
111,"['p5', 'verse', 'v18', 'content']","you must also present seven flawless yearling lambs,"
112,"['p5', 'verse', 'v18', 'note', 'f']","tn Heb “seven flawless lambs, sons of a year.”"
113,"['p5', 'verse', 'v18', 'content']","one young bull,"
114,"['p5', 'verse', 'v18', 'note', 'f']","tn Heb “and one bull, a son of a herd.”"
115,"['p5', 'verse', 'v18', 'content']",and two rams.
116,"['p5', 'verse', 'v18', 'note', 'f']",tc Smr and LXX add “flawless.”
117,"['p5', 'verse', 'v18', 'content']",They are to be a burnt offering to the
118,"['p5', 'verse', 'v18', 'sc']",Lord
119,"['p5', 'verse', 'v18', 'content']",along with their grain offering
120,"['p5', 'verse', 'v18', 'note', 'f']",tn Heb “and their grain offering.”
121,"['p5', 'verse', 'v18', 'content']","and drink offerings, a gift of a soothing aroma to the"
122,"['p5', 'verse', 'v18', 'sc']",Lord
123,"['p5', 'verse', 'v18', 'content']",.
124,"['p5', 'verse', 'v18', 'note', 'f']",sn See the note on Lev 1:9.
126,"['p5', 'verse', 'v19', 'label']",19
127,"['p5', 'verse', 'v19', 'content']",You must also offer
128,"['p5', 'verse', 'v19', 'note', 'f']",tn Heb “And you shall make.”
129,"['p5', 'verse', 'v19', 'content']",one male goat
130,"['p5', 'verse', 'v19', 'note', 'f']",tn Heb “a he-goat of goats.”
131,"['p5', 'verse', 'v19', 'content']","for a sin offering and two yearling lambs for a peace offering sacrifice,"
132,"['p5', 'verse', 'v20', 'label']",20
133,"['p5', 'verse', 'v20', 'content']",and the priest is to wave them – the two lambs
134,"['p5', 'verse', 'v20', 'note', 'f']","tn Smr and LXX have the Hebrew article on “lambs.” The syntax of this verse is difficult. The object of the verb (two lambs) is far removed from the verb itself (shall wave) in the MT, and the preposition עַל (’al, “upon”), rendered “along with” in this verse, is also added to the far removed subject (literally, “upon [the] two lambs”; see B. A. Levine, Leviticus [JPSTC], 159). It is clear, however, that the two lambs and the loaves (along with their associated grain and drink offerings) constituted the “wave offering,” which served as the prebend “for the priest.” Burnt and sin offerings (vv. 18-19a) were not included in this (see Lev 7:11-14, 28-36)."
135,"['p5', 'verse', 'v20', 'content']","– along with the bread of the first fruits, as a wave offering before the"
136,"['p5', 'verse', 'v20', 'sc']",Lord
137,"['p5', 'verse', 'v20', 'content']",; they will be holy to the
138,"['p5', 'verse', 'v20', 'sc']",Lord
139,"['p5', 'verse', 'v20', 'content']",for the priest.
140,"['p6', 'verse', 'v21', 'label']",21
141,"['p6', 'verse', 'v21', 'content']",“‘On this very day you must proclaim an assembly; it is to be a holy assembly for you.
142,"['p6', 'verse', 'v21', 'note', 'f']","tn Heb “And you shall proclaim [an assembly] in the bone of this day; a holy assembly it shall be to you” (see the remarks in B. A. Levine, Leviticus [JPSTC], 160, and the remarks on the LXX rendering in J. E. Hartley, Leviticus [WBC], 367)."
143,"['p6', 'verse', 'v21', 'content']",You must not do any regular work. This is a perpetual statute in all the places where you live throughout your generations.
144,"['p6', 'verse', 'v21', 'note', 'f']",tn Heb “for your generations.”
146,"['p6', 'verse', 'v22', 'label']",22
147,"['p6', 'verse', 'v22', 'content']",When you gather in the harvest
148,"['p6', 'verse', 'v22', 'note', 'f']",tn Heb “And when you harvest the harvest.”
149,"['p6', 'verse', 'v22', 'content']","of your land, you must not completely harvest the corner of your field,"
150,"['p6', 'verse', 'v22', 'note', 'f']",tn Heb “you shall not complete the corner of your field in your harvest.”
151,"['p6', 'verse', 'v22', 'content']",and you must not gather up the gleanings of your harvest. You must leave them for the poor and the foreigner. I am the
152,"['p6', 'verse', 'v22', 'sc']",Lord
153,"['p6', 'verse', 'v22', 'content']",your God.’”
154,"['p6', 'verse', 'v22', 'note', 'f']",sn Compare Lev 19:9-10.
156,"['s1', 'heading']",The Festival of Horn Blasts
157,"['p7', 'verse', 'v23', 'label']",23
158,"['p7', 'verse', 'v23', 'content']",The
159,"['p7', 'verse', 'v23', 'sc']",Lord
160,"['p7', 'verse', 'v23', 'content']",spoke to Moses:
161,"['p7', 'verse', 'v24', 'label']",24
162,"['p7', 'verse', 'v24', 'content']","“Tell the Israelites, ‘In the seventh month, on the first day of the month, you must have a complete rest, a memorial announced by loud horn blasts,"
163,"['p7', 'verse', 'v24', 'note', 'f']","tn Heb “a memorial of loud blasts.” Although the term for “horn” does not occur here, allowing for the possibility that vocal “shouts” of acclamation are envisioned (see P. J. Budd, Leviticus [NCBC], 325), the “blast” of the shofar (a trumpet made from a ram’s “horn”) is most likely what is intended. On this occasion, the loud blasts on the horn announced the coming of the new year on the first day of the seventh month (see the explanations in J. E. Hartley, Leviticus [WBC], 387, and B. A. Levine, Leviticus [JPSTC], 160)."
164,"['p7', 'verse', 'v24', 'content']",a holy assembly.
165,"['p7', 'verse', 'v25', 'label']",25
