id,tag,text
0,['label'],1
1,"['s1', 'heading']",Judah Takes the Lead
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'content']","After Joshua died, the Israelites asked"
4,"['p1', 'verse', 'v1', 'note', 'f']","tn The Hebrew verb translated “asked” (שָׁאַל, sha’al) refers here to consulting the Lord through a prophetic oracle; cf. NAB “consulted.”"
5,"['p1', 'verse', 'v1', 'content']",the
6,"['p1', 'verse', 'v1', 'sc']",Lord
7,"['p1', 'verse', 'v1', 'content']",", “Who should lead the invasion against the Canaanites and launch the attack?”"
8,"['p1', 'verse', 'v1', 'note', 'f']",tn Heb “Who should first go up for us against the Canaanites to attack them?”
10,"['p1', 'verse', 'v2', 'label']",2
11,"['p1', 'verse', 'v2', 'content']",The
12,"['p1', 'verse', 'v2', 'sc']",Lord
13,"['p1', 'verse', 'v2', 'content']","said, “The men of Judah should take the lead."
14,"['p1', 'verse', 'v2', 'note', 'f']",tn Heb “Judah should go up.”
15,"['p1', 'verse', 'v2', 'content']",Be sure of this! I am handing the land over to them.”
16,"['p1', 'verse', 'v2', 'note', 'f']","tn The Hebrew exclamation הִנֵּה (hinneh, traditionally, “Behold”), translated “Be sure of this,” draws attention to the following statement. The verb form in the following statement (a Hebrew perfect, indicating completed action from the standpoint of the speaker) emphasizes the certainty of the event. Though it had not yet taken place, the Lord speaks of it as a “done deal.”"
18,"['p1', 'verse', 'v3', 'label']",3
19,"['p1', 'verse', 'v3', 'content']","The men of Judah said to their relatives, the men of Simeon,"
20,"['p1', 'verse', 'v3', 'note', 'f']","tn Heb “Judah said to Simeon, his brother.”"
21,"['p1', 'verse', 'v3', 'content']",“Invade our allotted land with us and help us attack the Canaanites.
22,"['p1', 'verse', 'v3', 'note', 'f']",tn Heb “Come up with me into our allotted land and let us attack the Canaanites.”
23,"['p1', 'verse', 'v3', 'content']",Then we
24,"['p1', 'verse', 'v3', 'note', 'f']","tn Heb “I.” The Hebrew pronoun is singular, agreeing with the collective singular “Judah” earlier in the verse. English style requires a plural pronoun here, however."
